account_id,r,rd
332773984,1351.1467121870753,227.94523914711442
335520839,1831.198691350047,252.9899994752868
206642367,1953.4103945169816,109.99868734799273
111620041,2155.368639304169,111.0790741510783
140297552,1884.91044560383,152.725918594783
140288368,1821.4887252104932,126.62969530754464
152168157,1962.8603746015106,110.1112840965897
149134164,1237.4608213241465,215.75320533429138
16497807,2378.2489292502573,99.51949126654492
97590558,2378.2489292502573,99.51949126654492
201358612,2378.2489292502573,99.51949126654492
77490514,2378.2768453919693,99.52031663632289
152962063,2378.2489292502573,99.51949126654492
177203952,1646.8326931566257,148.24405657779428
292921272,1950.5504308435436,98.16745850667124
138880576,2150.1854935772653,111.1862631973
157989498,2121.9075429941126,104.94077218947594
81306398,1646.8326931566257,148.24405657779428
124801257,2137.4600453332123,131.16391714067277
301750126,2137.454570251023,131.16232882515112
431770905,1857.2006338968856,133.02754668690056
256156323,2264.148882635787,133.29301991167372
101259972,1957.0878432401114,97.48203786621526
367217819,1456.3135154125112,131.30286852461035
1125296112,1513.7939113309628,218.23676686898398
160708663,1535.053513506674,216.30894845995087
360648679,1513.9022918795401,218.1766142332308
318371533,1535.4378852859313,216.18403267821822
318286721,1403.0648442214647,125.06500091643157
348722410,1403.151639055766,102.93015675608711
113152484,1429.231364483407,235.79750342538895
361794356,1296.7864561712183,142.42350735010072
282359850,1042.126287028815,268.3760444507315
322925642,1665.7365647701838,155.35714253156266
126397214,1425.239769307745,235.87089871033297
375507918,1825.3464545027402,118.30278258483906
185908355,1840.999775597823,117.3317083117988
137129583,2320.2728580195953,141.33855095067065
126842529,2264.148883199848,133.29301998528862
138543123,1149.6859497978305,234.94377658601564
143693439,1308.966354236817,200.66479724042787
102099826,1621.7330651336515,145.11041785108037
136737280,1607.1829592459458,274.08945509660475
152545459,1480.507047057195,210.40379590825117
164532005,1630.6460676696174,255.618609885665
1885001216,1466.6766773164486,178.05320943115757
296702734,1456.5679447806808,131.02411454933093
333351042,1864.2456153717073,124.78983773023636
1266727153,1192.4946575275499,184.92013903698893
1674837008,1260.377308492725,215.38517901573908
1041276674,1663.1488832549915,183.29144587763702
383788462,1855.7055813793593,118.96255211530789
114162163,1438.3618821932234,135.04408786625578
113112046,1378.561122237528,145.1020723482992
891154650,1224.8046327051222,170.6651383417669
872625732,1408.0839435005025,137.41466346441814
183057960,1361.7564613380753,166.01833328315368
196670605,1109.0208665121652,217.1877700329476
